epoch,train_loss,train_acc,val_loss,val_acc
0,1.3594061136245728,43.05555555555556,1.358452558517456,45.09168586789555
1,1.2285943031311035,50.5982545045045,1.2582669258117676,48.17348310291859
2,1.163199782371521,53.53087462462462,1.2339528799057007,49.91119431643625
3,1.1216391324996948,55.356137387387385,1.1858916282653809,50.66484254992319
4,1.086585521697998,56.411880630630634,1.190352201461792,50.89525729646697
5,1.0631091594696045,57.46996996996997,1.1366714239120483,53.47062211981567
6,1.0425662994384766,57.87115240240241,1.098960518836975,55.36194316436252
7,1.0248554944992065,58.5327515015015,1.1255357265472412,53.63863287250384
8,1.0041362047195435,59.94040915915916,1.1092114448547363,54.949116743471585
9,0.9893196225166321,60.05771396396396,1.0645405054092407,55.20593317972351
